species,mad
CLPR,0.000156568402012759
BCAC,0.000179518431186343
WDOW,0.000182106778650199
CNRY,0.000197065470020245
GSPT,0.000203381229798269
BANK,0.000205934377524627
SNOS,0.000211381598161702
GSRK,0.000215849915210601
BLGL,0.000219931165919057
SBLY,0.00022124809920195
STRK,0.000225949175178823
YTRK,0.000226864041829816
SPKL,0.000229677064771647
BLUR,0.000234436214100676
OLVE,0.000239041427690767
ARRA,0.000246071994589268
CWCD,0.000250017379413816
VRML,0.000257110942799624
GBLC,0.000328262595425353
PNKR,0.000343312085037391
KLPG,0.000349431214626446
DBRK,0.000381024598969876
FLAG,0.000396966660553723
TIGR,0.000397269063482821
BRWN,0.000412568685164515
RDBD,0.000413802715963255
